transaction_id,purchase_date,customer_id,gender,age_group,marketing_channel,product_category,device_type,session_duration_min,email_opens_last_30d,click_through_rate,repeat_customer,quantity,purchase_amount_usd,month,day_name,is_weekend
T100846,2025-01-22,C1202,Female,45-54,Email,Beauty,Mobile,7.2,2,0.1,0,1,35.2,2025-01,Wednesday,False
T100847,2025-11-22,C1050,Female,45-54,Email,Home,Desktop,10.7,2,0.084,1,1,98.65,2025-11,Saturday,True
T100848,2025-01-01,C1270,Male,25-34,Social,Fashion,Desktop,6.7,2,0.048,1,1,97.98,2025-01,Wednesday,False
T100850,2025-08-21,C1276,Female,18-24,Referral,Home,Desktop,8.6,4,0.152,0,2,153.5,2025-08,Thursday,False
T100851,2025-01-12,C1140,Female,35-44,Organic Search,Home,Mobile,7.8,5,0.005,0,3,276.74,2025-01,Sunday,True
T100852,2025-12-12,C1274,Male,18-24,Email,Home,Mobile,3.6,5,0.049,0,2,195.77,2025-12,Friday,False
T100853,2025-02-15,C1289,Non-binary,25-34,Email,Fitness,Desktop,5.4,7,0.146,1,1,108.93,2025-02,Saturday,True
T100854,2025-02-03,C1051,Female,35-44,Social,Electronics,Desktop,11.2,2,0.156,1,2,542.06,2025-02,Monday,False
T100855,2025-03-19,C1026,Male,55+,Email,Electronics,Mobile,7.3,4,0.133,0,2,311.51,2025-03,Wednesday,False
T100856,2025-08-06,C1156,Male,25-34,Paid Search,Fitness,Desktop,4.0,3,0.098,0,1,81.77,2025-08,Wednesday,False
T100857,2025-10-28,C1238,,25-34,Organic Search,Beauty,Tablet,6.5,1,0.063,1,1,62.22,2025-10,Tuesday,False
T100858,2025-03-14,C1155,Female,35-44,Email,Home,Desktop,2.0,4,0.032,1,1,99.69,2025-03,Friday,False
T100859,2025-10-09,C1290,Male,35-44,Paid Search,Electronics,Desktop,1.9,1,0.094,1,2,575.6,2025-10,Thursday,False
T100860,2025-09-06,C1135,Female,25-34,Paid Search,Electronics,Desktop,9.0,1,0.059,1,1,226.41,2025-09,Saturday,True
T100861,2025-02-16,C1143,Male,55+,Paid Search,Electronics,Mobile,6.5,4,0.126,0,2,713.09,2025-02,Sunday,True
T100862,2025-05-01,C1105,Male,45-54,Email,Electronics,Desktop,7.8,2,0.026,0,1,204.38,2025-05,Thursday,False
T100863,2025-08-02,C1157,Female,25-34,Social,Beauty,Mobile,9.4,2,0.088,0,3,118.16,2025-08,Saturday,True
T100864,2025-08-27,C1145,Male,25-34,Social,Fashion,Desktop,7.3,1,0.11,0,1,58.18,2025-08,Wednesday,False
T100865,2025-02-25,C1001,Male,35-44,Paid Search,Home,Mobile,8.3,5,0.112,0,1,57.75,2025-02,Tuesday,False
T100866,2025-12-16,C1076,Female,45-54,Social,Home,Desktop,7.1,2,0.107,0,1,59.8,2025-12,Tuesday,False
T100867,2025-04-17,C1131,Male,18-24,Paid Search,Electronics,Mobile,9.7,4,0.092,0,1,153.88,2025-04,Thursday,False
T100868,2025-11-15,C1089,Female,35-44,Organic Search,Home,Mobile,10.9,2,0.086,0,2,156.84,2025-11,Saturday,True
T100869,2025-02-17,C1262,Male,35-44,Referral,Electronics,Mobile,7.0,5,0.109,0,3,252.44,2025-02,Monday,False
T100870,2025-03-02,C1107,Female,25-34,Social,Fashion,Tablet,6.9,2,0.092,0,1,97.89,2025-03,Sunday,True
T100871,2025-12-03,C1073,Male,35-44,Social,Fitness,Tablet,7.3,3,0.093,0,1,120.1,2025-12,Wednesday,False
T100872,2025-01-26,C1038,Female,55+,Email,Fashion,Mobile,6.2,4,0.083,1,1,98.79,2025-01,Sunday,True
T100873,2025-10-19,C1158,Male,18-24,Email,Fashion,Tablet,5.5,4,0.07,1,1,69.41,2025-10,Sunday,True
T100874,2025-09-14,C1070,Male,25-34,Referral,Beauty,Desktop,9.1,4,0.042,0,1,64.3,2025-09,Sunday,True
T100875,2025-01-08,C1311,Male,25-34,Paid Search,Beauty,Desktop,5.5,2,0.047,0,2,76.86,2025-01,Wednesday,False
T100876,2025-04-23,C1240,Male,45-54,Paid Search,Electronics,Mobile,5.4,4,0.071,0,3,441.01,2025-04,Wednesday,False
T100877,2025-12-21,C1297,Male,55+,Social,Beauty,Desktop,8.7,1,0.078,1,1,55.57,2025-12,Sunday,True
T100878,2025-09-10,C1035,Female,25-34,Social,Fashion,Mobile,8.9,4,0.053,0,1,78.51,2025-09,Wednesday,False
T100879,2025-06-29,C1083,Female,45-54,Referral,Electronics,Desktop,12.3,5,0.051,0,1,95.45,2025-06,Sunday,True
T100880,2025-07-26,C1262,Non-binary,35-44,Paid Search,Fashion,Desktop,9.5,0,0.071,1,1,91.88,2025-07,Saturday,True
T100881,2025-10-30,C1309,Female,35-44,Referral,Home,Desktop,8.6,3,0.109,0,1,87.25,2025-10,Thursday,False
T100882,2025-05-07,C1171,Male,25-34,Email,Fashion,Desktop,8.9,1,0.018,0,1,64.17,2025-05,Wednesday,False
T100883,2025-02-25,C1172,,25-34,Email,Fashion,Mobile,6.1,2,0.054,0,1,49.65,2025-02,Tuesday,False
T100884,2025-08-02,C1046,Female,25-34,Organic Search,Fitness,Mobile,7.9,4,0.087,0,1,80.24,2025-08,Saturday,True
T100885,2025-01-14,C1140,Male,35-44,Email,Fitness,Mobile,8.0,0,0.121,0,1,105.74,2025-01,Tuesday,False
T100886,2025-01-28,C1117,Male,18-24,Paid Search,Home,Mobile,5.1,2,0.147,1,1,111.15,2025-01,Tuesday,False
T100887,2025-03-19,C1276,Male,55+,Unknown,Fashion,Desktop,6.4,1,0.072,0,1,63.1,2025-03,Wednesday,False
T100888,2025-08-04,C1213,Female,18-24,Paid Search,Fashion,Desktop,8.9,3,0.071,1,3,254.98,2025-08,Monday,False
T100889,2025-12-31,C1219,Female,25-34,Email,Fashion,Desktop,6.5,4,0.078,0,2,125.9,2025-12,Wednesday,False
T100890,2025-06-03,C1025,Male,35-44,Paid Search,Fitness,Mobile,8.0,0,0.089,0,2,154.33,2025-06,Tuesday,False
T100891,2025-01-14,C1008,Male,35-44,Paid Search,Fitness,Mobile,8.7,3,0.081,0,1,99.48,2025-01,Tuesday,False
T100892,2025-07-06,C1270,Male,18-24,Organic Search,Fashion,Mobile,8.6,2,0.085,0,1,61.72,2025-07,Sunday,True
T100893,2025-11-08,C1009,Male,25-34,Social,Beauty,Mobile,10.8,2,0.042,0,1,72.21,2025-11,Saturday,True
T100894,2025-01-07,C1120,Female,55+,Social,Fashion,Mobile,5.0,3,0.032,0,1,51.69,2025-01,Tuesday,False
T100895,2025-01-03,C1124,Male,25-34,Paid Search,Beauty,Desktop,10.6,3,0.103,1,2,95.19,2025-01,Friday,False
T100896,2025-04-21,C1169,Female,25-34,Social,Electronics,Mobile,7.7,2,0.076,0,1,185.95,2025-04,Monday,False
T100897,2025-08-26,C1071,Non-binary,45-54,Email,Home,Desktop,8.6,0,0.107,0,1,86.15,2025-08,Tuesday,False
T100898,2025-12-29,C1151,Male,18-24,Paid Search,Home,Mobile,8.2,1,0.089,0,1,121.76,2025-12,Monday,False
T100899,2025-08-27,C1207,Male,25-34,Social,Electronics,Desktop,8.1,7,0.039,0,1,73.63,2025-08,Wednesday,False
T100900,2025-10-01,C1048,Non-binary,25-34,Paid Search,Electronics,Desktop,4.9,2,0.129,0,4,785.22,2025-10,Wednesday,False
T100901,2025-10-21,C1153,Female,25-34,Referral,Beauty,Tablet,8.5,3,0.083,0,1,37.59,2025-10,Tuesday,False
T100902,2025-08-15,C1292,Male,25-34,Organic Search,Electronics,Desktop,2.9,1,0.06,0,1,203.13,2025-08,Friday,False
T100903,2025-01-15,C1067,Female,18-24,Social,Home,Tablet,11.7,1,0.066,0,1,86.02,2025-01,Wednesday,False
T100904,2025-07-11,C1049,Male,25-34,Paid Search,Fitness,Desktop,7.5,3,0.046,1,4,418.58,2025-07,Friday,False
T100905,2025-04-29,C1151,Female,18-24,Paid Search,Fashion,Desktop,9.4,5,0.092,0,1,51.41,2025-04,Tuesday,False
T100906,2025-01-28,C1018,Male,45-54,Paid Search,Fitness,Mobile,8.2,1,0.079,0,1,87.41,2025-01,Tuesday,False
T100907,2025-07-21,C1099,Male,25-34,Social,Fashion,Mobile,6.6,0,0.143,1,1,132.41,2025-07,Monday,False
T100908,2025-02-08,C1059,Female,25-34,Organic Search,Fitness,Mobile,5.1,3,0.098,1,2,306.58,2025-02,Saturday,True
T100909,2025-09-30,C1166,Female,45-54,Referral,Home,Desktop,4.7,8,0.141,1,1,117.25,2025-09,Tuesday,False
T100910,2025-08-19,C1201,Male,35-44,Paid Search,Fitness,Mobile,8.4,4,0.053,0,1,87.65,2025-08,Tuesday,False
T100911,2025-03-27,C1145,Female,18-24,Email,Fitness,Desktop,8.3,5,0.072,1,3,259.12,2025-03,Thursday,False
T100912,2025-05-06,C1163,Female,55+,Paid Search,Home,Tablet,7.9,5,0.109,1,4,445.85,2025-05,Tuesday,False
T100913,2025-10-27,C1241,Female,25-34,Organic Search,Electronics,Mobile,6.2,3,0.1,0,1,104.61,2025-10,Monday,False
T100914,2025-01-25,C1068,Female,18-24,Referral,Fitness,Mobile,7.5,2,0.082,1,2,215.16,2025-01,Saturday,True
T100915,2025-05-25,C1174,Male,45-54,Paid Search,Electronics,Tablet,5.4,4,0.05,0,1,195.83,2025-05,Sunday,True
T100916,2025-01-13,C1048,Male,35-44,Unknown,Fitness,Mobile,4.8,2,0.017,1,2,277.6,2025-01,Monday,False
T100917,2025-07-31,C1107,Female,25-34,Paid Search,Electronics,Desktop,5.8,4,0.075,1,1,237.54,2025-07,Thursday,False
T100918,2025-01-25,C1225,Female,25-34,Organic Search,Beauty,Mobile,5.9,6,0.077,1,1,47.36,2025-01,Saturday,True
T100919,2025-03-09,C1160,Female,35-44,Referral,Beauty,Desktop,10.2,4,0.086,1,3,171.47,2025-03,Sunday,True
T100920,2025-03-08,C1118,Female,25-34,Paid Search,Electronics,Mobile,3.1,4,0.039,0,2,428.19,2025-03,Saturday,True
T100921,2025-08-21,C1148,Female,55+,Paid Search,Home,Desktop,6.4,7,0.056,0,1,105.01,2025-08,Thursday,False
T100922,2025-04-19,C1149,Female,25-34,Referral,Fitness,Mobile,8.1,2,0.094,1,2,264.15,2025-04,Saturday,True
T100923,2025-05-26,C1292,Female,45-54,Referral,Fashion,Mobile,11.5,1,0.1,1,1,108.35,2025-05,Monday,False
T100924,2025-04-21,C1142,Male,35-44,Organic Search,Fashion,Mobile,5.0,3,0.088,1,2,147.22,2025-04,Monday,False
T100925,2025-08-16,C1159,Female,45-54,Organic Search,Beauty,Mobile,3.7,6,0.072,1,2,134.23,2025-08,Saturday,True
T100926,2025-04-21,C1010,Male,35-44,Paid Search,Fitness,Tablet,8.3,5,0.046,1,1,117.2,2025-04,Monday,False
T100927,2025-02-03,C1137,Male,35-44,Organic Search,Home,Desktop,6.9,1,0.111,1,2,161.19,2025-02,Monday,False
T100928,2025-04-21,C1077,Male,25-34,Social,Home,Mobile,5.9,2,0.104,0,1,133.65,2025-04,Monday,False
T100929,2025-09-21,C1076,Male,25-34,Social,Electronics,Mobile,7.6,5,0.065,0,1,273.6,2025-09,Sunday,True
T100930,2025-08-24,C1253,Male,25-34,Paid Search,Beauty,Mobile,8.7,8,0.107,1,1,60.04,2025-08,Sunday,True
T100931,2025-03-24,C1257,Male,45-54,Unknown,Home,Desktop,8.3,5,0.08,0,1,99.32,2025-03,Monday,False
T100932,2025-02-11,C1319,Male,45-54,Paid Search,Electronics,Desktop,7.3,4,0.062,0,2,296.25,2025-02,Tuesday,False
T100933,2025-04-11,C1290,Male,25-34,Email,Fitness,Mobile,9.8,4,0.11,0,1,78.97,2025-04,Friday,False
T100934,2025-01-06,C1262,Male,18-24,Email,Fitness,Desktop,7.0,3,0.085,1,1,132.48,2025-01,Monday,False
T100935,2025-06-29,C1084,Male,25-34,Paid Search,Home,Desktop,6.6,1,0.069,1,2,224.91,2025-06,Sunday,True
T100936,2025-10-09,C1145,Female,35-44,Email,Electronics,Tablet,8.3,4,0.044,1,1,194.69,2025-10,Thursday,False
T100938,2025-08-14,C1041,Female,45-54,Organic Search,Home,Desktop,8.0,2,0.107,1,1,106.26,2025-08,Thursday,False
T100939,2025-11-11,C1124,Male,55+,Email,Fitness,Desktop,5.7,4,0.096,1,2,216.97,2025-11,Tuesday,False
T100940,2025-12-31,C1166,Male,25-34,Email,Home,Mobile,3.2,1,0.047,0,1,47.0,2025-12,Wednesday,False
T100941,2025-08-17,C1240,Non-binary,25-34,Paid Search,Fitness,Desktop,7.6,5,0.046,0,1,147.02,2025-08,Sunday,True
T100942,2025-10-16,C1279,Male,25-34,Paid Search,Fashion,Mobile,5.4,3,0.145,0,1,73.76,2025-10,Thursday,False
T100943,2025-05-30,C1187,Male,25-34,Organic Search,Electronics,Mobile,2.5,4,0.096,1,2,610.92,2025-05,Friday,False
T100944,2025-10-04,C1301,Female,25-34,Email,Fashion,Mobile,4.3,2,0.118,1,1,61.18,2025-10,Saturday,True
T100945,2025-07-17,C1018,Male,18-24,Social,Home,Desktop,10.7,3,0.127,0,3,155.92,2025-07,Thursday,False
T100946,2025-03-11,C1067,Male,45-54,Referral,Electronics,Mobile,5.1,2,0.054,1,1,204.54,2025-03,Tuesday,False
T100947,2025-04-22,C1217,,25-34,Social,Home,Mobile,7.3,3,0.134,0,3,309.84,2025-04,Tuesday,False
T100948,2025-01-04,C1101,Female,25-34,Organic Search,Electronics,Mobile,3.8,4,0.05,0,1,155.41,2025-01,Saturday,True
T100949,2025-12-16,C1041,Male,55+,Referral,Electronics,Mobile,11.8,1,0.104,0,1,140.58,2025-12,Tuesday,False
T100950,2025-11-27,C1287,Male,45-54,Social,Home,Mobile,6.7,2,0.079,0,3,275.87,2025-11,Thursday,False
T100951,2025-11-14,C1166,Male,18-24,Email,Fashion,Desktop,4.8,4,0.104,0,1,70.4,2025-11,Friday,False
T100952,2025-12-16,C1108,Male,35-44,Paid Search,Fashion,Desktop,8.7,3,0.076,0,1,84.65,2025-12,Tuesday,False
T100953,2025-04-05,C1035,Male,25-34,Referral,Fitness,Mobile,11.6,1,0.098,0,1,113.21,2025-04,Saturday,True
T100954,2025-06-01,C1231,Female,45-54,Paid Search,Electronics,Desktop,5.5,2,0.123,0,3,746.49,2025-06,Sunday,True
T100955,2025-11-07,C1228,Male,35-44,Email,Fitness,Desktop,4.7,2,0.116,1,1,149.45,2025-11,Friday,False
T100956,2025-05-17,C1163,Male,35-44,Social,Fitness,Mobile,12.2,0,0.08,0,1,82.07,2025-05,Saturday,True
T100957,2025-09-04,C1072,Male,25-34,Unknown,Fashion,Desktop,6.2,3,0.053,0,2,190.61,2025-09,Thursday,False
T100958,2025-08-31,C1135,Male,45-54,Unknown,Fashion,Tablet,5.9,5,0.073,1,1,57.83,2025-08,Sunday,True
T100959,2025-01-31,C1069,Female,18-24,Organic Search,Fashion,Mobile,1.1,3,0.095,0,2,158.77,2025-01,Friday,False
T100960,2025-02-09,C1195,Female,18-24,Email,Home,Mobile,6.4,8,0.102,1,1,159.2,2025-02,Sunday,True
T100961,2025-08-17,C1268,,25-34,Social,Fitness,Tablet,3.1,3,0.114,1,2,222.15,2025-08,Sunday,True
T100962,2025-02-05,C1048,Male,18-24,Paid Search,Electronics,Desktop,5.1,0,0.06,0,1,221.97,2025-02,Wednesday,False
T100963,2025-08-11,C1315,Male,25-34,Paid Search,Fashion,Mobile,1.5,4,0.054,1,1,75.6,2025-08,Monday,False
T100964,2025-01-06,C1129,Female,45-54,Social,Electronics,Mobile,9.6,4,0.051,1,1,227.56,2025-01,Monday,False
T100965,2025-11-18,C1004,Male,55+,Organic Search,Electronics,Mobile,2.8,4,0.076,1,1,101.43,2025-11,Tuesday,False
T100966,2025-08-08,C1026,Male,25-34,Social,Electronics,Desktop,1.6,3,0.088,1,1,208.79,2025-08,Friday,False
T100967,2025-03-16,C1159,Non-binary,25-34,Paid Search,Fashion,Mobile,4.2,1,0.093,0,1,89.79,2025-03,Sunday,True
T100968,2025-01-04,C1148,Female,25-34,Paid Search,Home,Mobile,9.6,3,0.04,1,1,145.57,2025-01,Saturday,True
T100969,2025-12-01,C1263,Male,25-34,Organic Search,Home,Desktop,6.5,3,0.053,0,1,110.49,2025-12,Monday,False
T100970,2025-05-14,C1229,Male,18-24,Email,Fashion,Mobile,5.7,5,0.061,0,1,72.92,2025-05,Wednesday,False
T100971,2025-04-28,C1199,Female,55+,Paid Search,Fashion,Mobile,7.7,2,0.135,0,1,74.13,2025-04,Monday,False
T100972,2025-04-04,C1049,Male,25-34,Email,Home,Mobile,6.1,6,0.071,0,1,57.96,2025-04,Friday,False
T100973,2025-03-03,C1066,Male,25-34,Social,Electronics,Desktop,9.6,6,0.038,0,1,245.11,2025-03,Monday,False
T100974,2025-07-13,C1299,Non-binary,18-24,Referral,Fashion,Mobile,5.9,5,0.093,1,1,115.11,2025-07,Sunday,True
T100975,2025-12-01,C1057,Male,45-54,Referral,Fashion,Desktop,5.9,2,0.079,1,1,50.01,2025-12,Monday,False
T100976,2025-07-22,C1258,Female,35-44,Paid Search,Beauty,Mobile,12.2,3,0.047,0,3,136.61,2025-07,Tuesday,False
T100977,2025-01-26,C1129,Female,55+,Paid Search,Fitness,Mobile,6.6,4,0.068,1,2,268.91,2025-01,Sunday,True
T100978,2025-06-22,C1214,Female,45-54,Paid Search,Electronics,Mobile,7.1,3,0.072,1,1,197.38,2025-06,Sunday,True
T100979,2025-10-27,C1171,Female,25-34,Social,Fashion,Mobile,6.0,1,0.078,0,1,71.49,2025-10,Monday,False
T100980,2025-05-13,C1257,Male,25-34,Email,Fitness,Desktop,0.4,4,0.11,0,2,153.45,2025-05,Tuesday,False
T100981,2025-11-22,C1101,Female,35-44,Referral,Beauty,Mobile,8.7,3,0.099,1,1,36.53,2025-11,Saturday,True
T100982,2025-04-28,C1208,Non-binary,25-34,Paid Search,Electronics,Desktop,10.7,3,0.086,1,2,348.79,2025-04,Monday,False
T100983,2025-11-20,C1290,Non-binary,35-44,Referral,Fashion,Mobile,9.6,1,0.112,1,1,87.87,2025-11,Thursday,False
T100984,2025-10-02,C1285,Male,18-24,Social,Fitness,Tablet,5.1,3,0.07,1,2,256.26,2025-10,Thursday,False
T100985,2025-07-31,C1115,Non-binary,18-24,Social,Electronics,Desktop,6.1,1,0.06,0,1,197.39,2025-07,Thursday,False
T100986,2025-08-13,C1263,Male,35-44,Paid Search,Fitness,Desktop,6.5,2,0.091,0,1,114.61,2025-08,Wednesday,False
T100987,2025-01-20,C1149,Male,35-44,Email,Fitness,Mobile,7.3,2,0.089,1,1,121.58,2025-01,Monday,False
T100988,2025-04-23,C1299,Female,45-54,Paid Search,Beauty,Mobile,8.2,1,0.038,0,4,123.55,2025-04,Wednesday,False
T100989,2025-05-20,C1035,Female,18-24,Paid Search,Fitness,Mobile,7.0,2,0.127,1,2,242.81,2025-05,Tuesday,False
T100990,2025-02-16,C1286,Male,35-44,Email,Beauty,Tablet,5.6,1,0.051,1,1,60.64,2025-02,Sunday,True
T100991,2025-01-01,C1302,Male,25-34,Organic Search,Fashion,Mobile,6.8,1,0.098,1,1,108.44,2025-01,Wednesday,False
T100992,2025-03-31,C1310,Male,18-24,Paid Search,Electronics,Desktop,9.0,4,0.099,1,1,237.4,2025-03,Monday,False
T100993,2025-05-22,C1207,Male,25-34,Organic Search,Electronics,Desktop,13.8,0,0.005,0,1,141.6,2025-05,Thursday,False
T100994,2025-11-16,C1105,Male,25-34,Organic Search,Electronics,Mobile,5.3,5,0.089,1,1,208.89,2025-11,Sunday,True
T100995,2025-02-07,C1157,Female,25-34,Email,Fitness,Desktop,7.1,2,0.131,1,1,63.04,2025-02,Friday,False
T100996,2025-10-20,C1120,,25-34,Referral,Fitness,Desktop,5.6,3,0.061,1,3,355.05,2025-10,Monday,False
T100997,2025-05-19,C1054,Male,25-34,Unknown,Fashion,Desktop,6.5,3,0.025,1,2,213.86,2025-05,Monday,False
T100998,2025-12-22,C1011,Female,18-24,Paid Search,Fitness,Mobile,8.9,1,0.078,0,1,45.03,2025-12,Monday,False
T100999,2025-11-29,C1144,Male,18-24,Organic Search,Beauty,Mobile,6.0,4,0.096,1,1,78.4,2025-11,Saturday,True
T101000,2025-09-16,C1135,Female,25-34,Social,Fashion,Mobile,1.4,3,0.079,1,3,260.93,2025-09,Tuesday,False
T101001,2025-06-10,C1002,Male,18-24,Email,Electronics,Desktop,9.1,1,0.053,0,2,296.71,2025-06,Tuesday,False
T101002,2025-06-27,C1143,Male,35-44,Paid Search,Fashion,Desktop,6.8,2,0.051,1,2,165.65,2025-06,Friday,False
T101003,2025-01-10,C1029,Female,25-34,Organic Search,Home,Mobile,5.6,1,0.033,1,3,219.98,2025-01,Friday,False
T101004,2025-09-18,C1236,Non-binary,25-34,Unknown,Fitness,Tablet,5.1,3,0.026,1,2,233.42,2025-09,Thursday,False
T101005,2025-05-18,C1278,Male,25-34,Organic Search,Fitness,Mobile,7.3,3,0.072,0,1,113.66,2025-05,Sunday,True
T101006,2025-06-21,C1114,Female,35-44,Referral,Fitness,Desktop,4.8,2,0.095,1,1,134.65,2025-06,Saturday,True
T101007,2025-01-13,C1103,Female,45-54,Referral,Electronics,Tablet,5.1,4,0.087,1,3,482.53,2025-01,Monday,False
T101008,2025-06-17,C1117,Non-binary,45-54,Email,Home,Desktop,3.4,5,0.09,0,1,76.18,2025-06,Tuesday,False
T101009,2025-05-10,C1004,Female,35-44,Paid Search,Beauty,Desktop,4.8,0,0.101,0,1,52.41,2025-05,Saturday,True
T101010,2025-03-25,C1247,Female,25-34,Paid Search,Fashion,Mobile,8.1,2,0.121,0,1,67.24,2025-03,Tuesday,False
T101012,2025-11-15,C1120,Female,35-44,Paid Search,Fashion,Desktop,9.4,4,0.092,1,4,406.93,2025-11,Saturday,True
T101013,2025-04-11,C1285,Male,25-34,Email,Home,Mobile,3.6,3,0.093,0,1,80.84,2025-04,Friday,False
T101014,2025-11-25,C1148,Male,25-34,Referral,Beauty,Mobile,6.9,2,0.086,0,1,50.16,2025-11,Tuesday,False
T101015,2025-09-30,C1083,Female,25-34,Unknown,Fashion,Desktop,7.7,1,0.083,0,2,134.29,2025-09,Tuesday,False
T101016,2025-09-22,C1230,Male,55+,Email,Beauty,Mobile,8.6,1,0.085,1,1,46.09,2025-09,Monday,False
T101017,2025-02-07,C1287,Female,35-44,Paid Search,Fashion,Desktop,8.6,5,0.129,0,1,60.27,2025-02,Friday,False
T101018,2025-04-04,C1160,Non-binary,35-44,Paid Search,Fitness,Desktop,6.3,6,0.125,0,3,350.21,2025-04,Friday,False
T101019,2025-04-05,C1271,Non-binary,25-34,Paid Search,Beauty,Desktop,6.1,2,0.031,0,1,39.86,2025-04,Saturday,True
T101020,2025-11-01,C1037,Female,25-34,Organic Search,Electronics,Desktop,8.0,4,0.089,1,1,303.54,2025-11,Saturday,True
T101021,2025-03-10,C1225,Male,18-24,Social,Home,Desktop,7.2,4,0.082,0,1,88.05,2025-03,Monday,False
T101022,2025-11-14,C1141,Male,25-34,Referral,Home,Desktop,5.6,1,0.12,0,1,135.16,2025-11,Friday,False
T101023,2025-08-24,C1291,Female,45-54,Social,Fitness,Desktop,7.4,5,0.081,1,3,347.68,2025-08,Sunday,True
T101024,2025-11-30,C1150,Female,35-44,Organic Search,Electronics,Mobile,6.1,4,0.09,0,1,271.99,2025-11,Sunday,True
T101025,2025-05-17,C1113,Female,25-34,Social,Electronics,Desktop,5.0,0,0.063,0,1,236.24,2025-05,Saturday,True
T101026,2025-03-17,C1236,Male,45-54,Paid Search,Electronics,Desktop,5.6,5,0.106,1,1,178.81,2025-03,Monday,False
T101027,2025-02-04,C1065,Non-binary,25-34,Organic Search,Electronics,Mobile,7.7,4,0.045,0,1,200.74,2025-02,Tuesday,False
T101028,2025-01-01,C1257,Male,55+,Organic Search,Home,Mobile,4.2,0,0.073,1,2,227.12,2025-01,Wednesday,False
T101029,2025-10-23,C1248,Male,25-34,Email,Fashion,Desktop,9.3,4,0.05,0,2,140.16,2025-10,Thursday,False
T101031,2025-03-01,C1179,Male,25-34,Paid Search,Fitness,Tablet,0.9,3,0.066,0,1,152.06,2025-03,Saturday,True
T101032,2025-11-16,C1189,Male,18-24,Referral,Fashion,Tablet,7.9,2,0.107,1,2,222.31,2025-11,Sunday,True
T101033,2025-12-15,C1153,Female,18-24,Paid Search,Electronics,Mobile,0.3,2,0.075,0,1,176.47,2025-12,Monday,False
T101034,2025-11-24,C1195,Male,35-44,Paid Search,Fashion,Desktop,4.0,4,0.127,0,2,125.35,2025-11,Monday,False
T101035,2025-09-24,C1310,Male,45-54,Paid Search,Electronics,Mobile,12.6,1,0.075,1,2,395.45,2025-09,Wednesday,False
T101036,2025-12-27,C1261,Female,45-54,Social,Home,Desktop,6.5,4,0.05,1,1,139.83,2025-12,Saturday,True
T101037,2025-08-17,C1142,Male,18-24,Email,Beauty,Mobile,8.9,3,0.075,0,1,39.37,2025-08,Sunday,True
T101038,2025-09-27,C1315,Female,35-44,Referral,Electronics,Desktop,3.7,5,0.096,1,1,279.08,2025-09,Saturday,True
T101039,2025-11-12,C1100,Male,18-24,Referral,Fitness,Mobile,6.0,2,0.133,0,1,62.34,2025-11,Wednesday,False
T101040,2025-10-13,C1243,Male,18-24,Organic Search,Home,Mobile,9.6,3,0.063,1,3,322.96,2025-10,Monday,False
T101041,2025-10-18,C1011,Female,35-44,Social,Fashion,Mobile,8.1,2,0.132,0,1,96.26,2025-10,Saturday,True
T101042,2025-08-01,C1238,Female,35-44,Email,Beauty,Mobile,9.3,9,0.076,1,1,69.97,2025-08,Friday,False
T101043,2025-06-14,C1048,Female,18-24,Paid Search,Electronics,Mobile,11.0,2,0.069,0,1,255.64,2025-06,Saturday,True
T101044,2025-01-05,C1041,Male,18-24,Social,Fitness,Mobile,8.2,3,0.105,0,2,204.41,2025-01,Sunday,True
T101045,2025-12-05,C1165,Female,55+,Email,Electronics,Mobile,3.4,4,0.125,0,1,119.23,2025-12,Friday,False
T101046,2025-03-19,C1081,Male,18-24,Paid Search,Electronics,Desktop,8.0,2,0.099,0,1,44.52,2025-03,Wednesday,False
T101047,2025-03-03,C1290,Female,25-34,Organic Search,Electronics,Desktop,5.9,2,0.04,1,1,187.09,2025-03,Monday,False
T101048,2025-05-12,C1157,,35-44,Paid Search,Fitness,Desktop,3.3,3,0.092,1,1,114.22,2025-05,Monday,False
T101049,2025-03-30,C1215,Non-binary,18-24,Referral,Fitness,Tablet,8.7,1,0.147,1,1,105.66,2025-03,Sunday,True
T101050,2025-08-25,C1157,Male,25-34,Email,Home,Mobile,9.5,5,0.014,0,2,163.52,2025-08,Monday,False
T101051,2025-02-11,C1133,Male,25-34,Social,Fashion,Mobile,6.3,3,0.093,0,1,47.33,2025-02,Tuesday,False
T101052,2025-03-30,C1066,Male,45-54,Organic Search,Fashion,Mobile,7.3,6,0.073,1,1,71.22,2025-03,Sunday,True
T101053,2025-10-23,C1006,Male,35-44,Social,Fitness,Desktop,1.3,6,0.054,1,1,78.61,2025-10,Thursday,False
T101054,2025-11-24,C1013,Female,35-44,Paid Search,Fitness,Tablet,9.3,4,0.113,0,1,122.3,2025-11,Monday,False
T101055,2025-10-22,C1072,Female,55+,Organic Search,Electronics,Mobile,8.5,3,0.03,1,1,164.91,2025-10,Wednesday,False
T101056,2025-04-14,C1162,Female,45-54,Referral,Fitness,Mobile,7.1,1,0.071,1,1,149.75,2025-04,Monday,False
T101057,2025-01-14,C1065,Female,25-34,Organic Search,Electronics,Mobile,3.4,2,0.112,1,1,178.57,2025-01,Tuesday,False
T101058,2025-10-15,C1129,Female,25-34,Paid Search,Electronics,Desktop,2.4,5,0.109,0,1,284.04,2025-10,Wednesday,False
